,pred,hypothesis,i-5,i-4,i-3,i-2,i-1,i,i+1,i+2,i+3,i+4,i+5
3965,,LOC,ilmus,äsja,eesti,keeles,.,Londoni,kõige,kütkestavam,ja,dekadentlikum,piirkond
3966,,LOC,",",hubaseid,raamatupoode,ja,parimaid,Londoni,pubisid,.,Ühes,neist,pubidest
3967,,LOC,tema,stiil,matkib,üle-eelmise,sajandi,vene,kirjandusklassikuid,.,Täiesti,ühemõtteliselt,eelistab
3968,,LOC,naeratuse,taha,",",samas,kui,vene,perekond,oma,kadunud,pojast,kõneldes
3969,,LOC,pärast,?,Läheksin,hea,meelega,Londonisse,Saint,Martinsisse,õppima,",",aga
3970,,LOC,Uksel,150,krooni,röövinud,kuulus,Londoni,diidzei,on,saanud,karja,lummatud
3971,,LOC,selgus,et,nad,rääkisid,omavahel,vene,keelt,ja,poiss,oli,õpetatud
3972,,LOC,Ent,6,-,9,kuuline,Briti,merejalaväe,koolituskursus,on,meestele,ja
3973,,PER,ja,Lewinskyga,.,Ning,vana,Bushi,unistuse,teisest,valitsemisajast,realiseeris,hoopis
3974,,LOC,Ärimees,omakorda,annetas,miljon,naela,Londoni,Millenniumikupli,tarvis,",",mille,ehitamise
3975,,LOC,.,Männard,:,“,Kunagi,vene,ajal,ilmus,ajakiri,Junõi,Tehnik
3976,,LOC,oli,",",jumalukene,",",1987.,Vene,aeg,!,”,Alaskas,alailma
3977,,LOC,tal,endal,oli,ka,veel,vene,magamiskott,.,“,Ma,olin
3978,,LOC,töötajate,e-posti,ja,internetikasutamist,.,Briti,luureteenistuse,MI-5,tahab,saada,luba
3979,,LOC,",",nagu,praegu,on,seotud,vene,tennisetähe,Anna,Kurnikovaga,",",annab
3980,,LOC,Paari,pilkava,vihje,järgi,(,London,on,neid,pagana,Mondeoid,täis
3981,ORG,LOC,.,1920.,AASTAL,JõUDIS,Huene,Pariisi,-,moemetropoli,",",mis,kubises
3982,,LOC,-,moemetropoli,",",mis,kubises,vene,aadlikest,ja,tsaari,õukonnas,tähtsaid
3983,,LOC,põllutööriistadega,...,kaks,parki,-,prantsuse,ja,inglise,stiilis,ning,-
3984,,LOC,selleks,oma,teeneid,pakuvad,.,Briti,ajaleht,The,Sunday,Times,kirjutas
3985,,LOC,vanem,põlvkond,vaatab,häid,filme,vene,keeles,.,Ja,seda,mitte
3986,,LOC,loomulikult,juute,",",sealhulgas,ka,vene,päritolu,juute,.,Ja,kuskil
3987,,LOC,eurooplased,tahaksid,kindlustada,juurdepääsu,hoopis,vene,turule,ja,tooraineressurssidele,.,Venelased
3988,,LOC,nii,inglise,",",saksa,",",vene,kui,ka,eesti,keeles,.
3989,,LOC,50aastane,Jorma,Ollila,.,Endine,Londoni,investeerimispankur,",",kes,tabas,õigel
3990,ORG,LOC,1965,-,1967,N,Liidu,Stockholmi,saatkonnas,.,Sellele,vaatamata,eitas
3991,,LOC,otsida,.,Vastu,tuleb,pilves,prantsuse,hipi,",",kes,võiks,ehk
3992,,LOC,plakatite,ilmumine,Pariisi,kesklinna,viis,prantsuse,feministid,närvivapustuse,äärele,.,Algas
3993,,LOC,Pahameel,haaras,ka,inglannasid,.,Briti,reklaaminõukogu,sai,preili,Dahli,kõlvatu
3994,,LOC,on,leidnud,uue,sihtmärgi,.,Briti,valitsus,õpetab,riigiametnikke,jagu,saama
3995,,LOC,",",kuulata,suurepärases,autentses,esituses,vene,oopereid,.,Osalesin,ka,ise
3996,,LOC,emakeele,veel,kolmes,keeles,-,prantsuse,",",vene,ja,inglise,keelekeskkonnas
3997,,LOC,kolmes,keeles,-,prantsuse,",",vene,ja,inglise,keelekeskkonnas,Kui,juurde
3998,,LOC,EV,Suursaatkonnas,Moskvas,ja,kontserdi,vene,muusikast,Tallinna,Vanalinna,Muusikamajas,Töötas
3999,,LOC,on,kõike,saada,.,Ligadi-logadi,vene,värgi,asemel,on,mõistuspärane,kord
4000,,LOC,on,säilinud,veel,umbes,600.,Londonis,okjoneeritav,viiul,pärineb,1682.,aastast
4001,,LOC,olemas,Kapitooliumi,ega,Montmantre'i,küngast,Londoni,udu,ega,Capri,päikest,On
4002,,PER,ookeani,aastakümneid,.,Alles,“,Ernst,Jaaksonile,”,maalib,pildi,lõpuni
4003,,LOC,mitte,vaid,inimlikus,plaanis,.,Londoni,maja,Näiteks,enda,jaoks,leidsin
4004,PER,LOC,liiga,suur,),küsimärk,jäänud,Londoni,saatkonnamaja,müügi,kohale,.,Isegi
4005,PER,LOC,täiesti,selge,-,Jaakson,talitas,Londoni,majaga,ainuvõimalikult,.,Kui,kõnelda
4006,,LOC,kõrvale,.,Diplomaadi,mõõt,Just,Londoni,maja,loo,kaudu,sõnastasin,iseendale
4007,PER,LOC,küsimusele,",",mida,tegi,Jaakson,Londonis,",",ongi,minu,jaoks,","
4008,PER,LOC,!,Ta,tegi,seda,nii,Londoni,maja,puhul,kui,kogu,oma
4009,,LOC,Eesti,järjepidevus,hoitud,.,Ja,Londoni,majagi,poegis,hiljem,kolmikud,.
4010,,LOC,kuidas,üks,dessantväelane,läheb,tülli,vene,taksojuhiga,",",kuna,tema,arvates
4011,PER,LOC,rohkem,Kiviroosid,kui,mõni,teine,Briti,kidrabänd,",",kes,toda,maagiat
4012,,LOC,soositud,USA,investorite,taga,on,vene,raha,.,Niipalju,siis,julgeolekust
4013,,LOC,hiljem,.,Kohtun,hoogsa,itaallasega,Londonis,Savoy,hotellis,.,Sellest,südalinna
4014,,LOC,Pikk,ja,sportlik,jänki,andis,Londoni,investori,nime,ja,telefoninumbri,ning
4015,,LOC,USA,investorid,tõid,kohale,hoopis,vene,raha,ja,üks,nendest,osutus
4016,,LOC,erastamisele,kulutatud,kõvasti,raha,.,Londoni,konsultatsioonifirma,GIBB,sai,60,miljonit
4017,,LOC,vastu,.,Majandusminister,vahendas,tagaotsitavat,Londonist,kopsakaid,kaugekõnearveid,tegev,Giovanni,Sposato
4018,,LOC,”,Giovanni,Sposato,sõnul,halvendaks,vene,päritolu,kapitalist,keeldumine,veelgi,Eesti-Vene
4019,,LOC,elanud,pikalt,Venemaal,.,Peale,Londoni,jagab,ta,aega,Moskva,ja
4020,,LOC,võib,ta,vestluses,ootamatult,lülituda,vene,keelele,ning,mõistab,enda,sõnul
4021,ORG,LOC,poliitiliselt,korrektne,öelda,-,Põhjala,Hongkong,.,Oidsalu,unistab,.,Joakim
4022,,LOC,ka,tema,elus,",",ja,vene,kino,elus,.,Sündmus,paljude
4023,,LOC,rahvusliku,emantsipatsiooni,aeg,",",“,vene,aeg,”,ja,meie,kõige
4024,,LOC,Aga,siis,tuli,tal,hulgaliselt,vene,keele,sõnavara,meelde,.,Ta
4025,,ORG,",",kui,ta,tuli,tööle,Õhtulehte,",",kus,mina,juba,töötasin
4026,,LOC,Haldjas,Tänapäevase,absindi,loojaks,peetakse,prantsuse,arsti,Pierre,Ordinaire'i,",",kes
4027,,LOC,Alguses,levis,ta,Alzheerias,võitlevate,prantsuse,sõdurite,hulgas,kui,malaaria,ja
4028,,LOC,varem,ka,ühe,teise,",",vene,taustaga,perega,",",kuid,pulmaplaane
4029,,LOC,",",sest,oleme,sunnitud,töö,Taani,tagasi,viima,",",”,ütles
4030,,LOC,.,Teie,küsimusest,käib,mingi,vene,tont,läbi,.,Kui,on
4031,,LOC,Muidugi,",",miks,mitte,kaasata,vene,kapitali,.,Aga,mitte,musta
4032,,LOC,.,Ja,räägib,kindluse,mõttes,vene,keeles,",",et,tüdruk,aru
4033,,LOC,aastat,tagasi,.,Kahtlase,kvaliteediga,vene,ravimid,tõrjuti,turult,ning,asemele
4034,,LOC,esines,ka,Bandera,",",suutis,vene,julgeolek,tema,isiku,tuvastada,.
4035,PER,LOC,.,Augustis,1941,arreteeris,Bandera,Saksa,gestaapo,.,Vabanedes,vanglast,1944
4036,,LOC,Pariis,",",nad,on,näinud,prantsuse,filmidest,",",kuidas,resistence'i,-
4037,,LOC,Artur,Veber,stendile,aprillis,alustatava,vene,kriminaalfilmi,“,Dirty,Blood,”
4038,,LOC,.,Siis,polnud,konkursil,ühtki,vene,filmi,ja,“,Georgica,”
4039,,LOC,kino,vabas,õhus,kunagises,Jack,Londoni,rantshos,.,Teate,",",et
4040,,LOC,“,Karu,südant,”,Jack,Londoni,rantshos,?,“,Kuut,miljonit
4041,,LOC,kõige,tähtsamaist,Euroopa,fotopreemiaist,-,Londoni,Citibank,Private,Bank,Photography,Prize'i
4042,,LOC,kõrtsimoosekante,ja,tundmatuks,jääda,sooviva,prantsuse,DJ,.,Artist,",",kes
4043,,LOC,revolutsiooni,ajal,oli,Balabnjov,pressifotograaf,vene,päevalehes,Molodjozh,Estonii,.,1991
4044,,LOC,eesti,disainer,",",saatesõna,kirjutas,vene,poetess,",",trükkis,Peterburis,Ivan
4045,,LOC,jaanuaris,olid,fotod,väljas,Pariisis,vene,kultuurikeskuses,.,Uus,näitus,Prantsusmaa
4046,,LOC,keelt,.,Muretsen,oma,roostes,vene,keele,pärast,.,Aga,küll
4047,PER,LOC,.,Eesti,Kütuse,peadirektor,Toomas,Saks,sattus,telekaamerate,ette,hetkel,","
4048,,LOC,sisust,",",sest,oskab,ainult,vene,keelt,ning,selles,keeles,teda
4049,,LOC,vihjavad,ääri-veeri,võimu,ümberjagamisele,siinsetes,vene,äriringkondades,.,Ka,poliitikud,on
4050,,LOC,uskuda,.,Haitovi,soosik,siinses,vene,poliitikas,Sergei,Ivanov,",",kelles
4051,,LOC,kelles,vana,Haitov,lootis,näha,vene,kogukonna,liidrit,",",mõtleb,pärast
4052,,LOC,isiksus,ja,tal,oli,siinses,vene,kogukonnas,tugev,positsioon,.,Olen
4053,,LOC,Eduard,Odinets,",",kellel,pole,vene,kogukonna,liidri,tapmise,kohta,enda
4054,,LOC,.,See,kinnitab,mitme,siinse,vene,ärimehe,väidet,",",et,Haitovil
4055,,LOC,kuulus,algselt,Eesti,Lennukompaniile,",",vene,ettevõtjate,liidule,ESORE,ning,salapärasele
4056,,LOC,Rukonisse,ESORE,kaudu,ka,teiste,vene,suurettevõtjate,raha,.,Beloussoviga,sidus
4057,,LOC,põhjuseks,oli,Haitovi,suutmatus,ühendada,vene,poliitilised,jõud,Eestis,või,tema
4058,,LOC,Peale,Beloussovi,ei,soovinud,teised,vene,ärimehed,Haitovi,meediaprojekti,rahastada,.
4059,,LOC,selleks,ajaks,kaotanud,igasuguse,usu,vene,poliitikute,võimesse,milleski,kokku,leppida
4060,,LOC,riigikogu,ja,Tallinna,volikogu,valimistel,vene,valimisliitu,Rahva,Usaldus,.,Üks
4061,,LOC,",",et,on,DOFi,ja,vene,väljaannete,tõeline,omanik,.,Tema
4062,,LOC,Ever,tülli,minna,Haitovi,lemmikuga,vene,poliitilisel,maastikul,",",Sergei,Ivanoviga
4063,,LOC,kogumikus,sisalduvad,jutud,on,tõlgitud,vene,ajakirjadest,ja,on,seega,“
4064,PER,LOC,Why,So,Sad,”,jõudsid,Briti,singlitabeli,kohtadele,8,ja,9.
4065,,LOC,Baguette,sai,oma,nime,samanimelise,prantsuse,saiakangi,järgi,",",mida,tavaliselt
4066,,LOC,Jänes,.,Viisid,tekstidele,lõi,vene,helilooja,Vladimir,Martõnov,.,Peadirigendiks
4067,,LOC,lilled,.,Aleksejev,on,tugeva,vene,kooli,tüüpiline,esindaja,.,Tõeline
4068,,LOC,kooli,tüüpiline,esindaja,.,Tõeline,vene,hing,.,Samas,ka,äärmiselt
4069,,LOC,“,Aga,Stravinskit,-,seda,vene,dirigendid,muidugi,oskavad,!,Ilmselt
4070,,LOC,Lukk,.,Aleksejev,räägib,orkestrantidega,vene,keeles,",",kuigi,on,asunud
4071,,LOC,võime,.,Näiteks,pakub,üks,vene,veebsait,muuhulgas,ka,digitelevisioonist,võetud
4072,,LOC,siiski,palju,rohkem,abi,kui,prantsuse,keelest,.,Frankofoonia,on,hääbumas
4073,,LOC,Frankofoonia,on,hääbumas,",",aga,prantsuse,mõju,on,selles,räämas,linnas
4074,,LOC,snobistlikke,restorane,",",aga,ka,prantsuse,tüüpi,boulangerie,',sid,","
4075,,LOC,Õhtut,juhtis,umbes,40-50aastane,puterdades,prantsuse,keelt,kõnelev,konferansjee,.,Ta
4076,,LOC,Yorgi,poe,aknad,.,Noor,Briti,moelooja,Luella,Bartley,aga,disainis
4077,,LOC,tellimuse,Dieselilt,-,kujundada,ümber,Londoni,bussipeatustes,väljas,olevad,Dieseli,reklaamplakatid
4078,,LOC,",",suudlevad,ja,maanduvad,lõpuks,Londoni,soliidsesse,jaapani,restorani,Nobu,","
4079,,LOC,ta,ei,mäleta,midagi,.,Vene,ajakirjanduse,andmeil,on,punaste,juuste
4080,,LOC,Becker,.,Pooltel,neist,on,vene,eesnimed,ja,elukohaks,Ida-Virumaa,või
4081,,LOC,poiss,”,",",tüüpiline,kangelane,vene,anekdootidest,.,Nimelt,on,Boris
4082,,LOC,Becker,ühes,oma,värskes,intervjuus,vene,ühele,kõvemale,tabloidsele,ajakirjanikule,Igor
4083,,LOC,lahkuma,.,Aga,Borise,päritolu,vene,tabloidi,ei,huvita,.,Intervjuu
4084,PER,LOC,”,räägib,ta,õde,Olga,Vene,esimesele,tabloidile,.,Anzhela,tahtnud
4085,,LOC,kas,või,seda,",",kuidas,vene,kogukonna,tipud,Eestis,äri,ajavad
4086,,LOC,siinsed,haiglad,15,aastaga,“,Euroopa,tasemele,”,.,Rootslaste,koostatud
4087,,LOC,",",siis,ma,räägin,teiega,vene,keeles,.,Edasi,läheb,jutt
4088,,LOC,keeles,.,Edasi,läheb,jutt,vene,keeles,ja,selgub,",",et
4089,,LOC,",",kes,on,lubanud,õppida,prantsuse,keelt,",",ja,küsime,","
4090,,LOC,(,Tere,",",ma,olen,prantsuse,ajakirjanik,.,Kas,te,prantsuse
4091,,LOC,prantsuse,ajakirjanik,.,Kas,te,prantsuse,keelt,oskate,?,Ma,olen
4092,,LOC,teie,büroos,",",kes,oskab,prantsuse,keelt,?,),PM,:
4093,,LOC,ilmuvad,.,Pekka,Erelt,pekka@ekspress.ee,Briti,luure,MI-6,eestlasest,agendi,Mart
4094,PER,LOC,varsti,.,Rebane,värbab,Mardi,Briti,luuresse,Veebruaris,1951,küsis,Pärtel
4095,,LOC,ja,teised,luurajad,koolitati,välja,Londonis,Old,Church,Street,111,asuvas
4096,,LOC,maha,raputada,.,Missioonile,Eestisse,Briti,luure,otsustas,Mardi,saata,Eestisse
4097,,LOC,tuligi,Mardil,edastada,esimene,teade,Londonisse,.,Sel,ajal,",",kui
4098,,LOC,õigesti,edasi,antud,.,Katse,Londonit,hoiatada,võrdunuks,surmaga,.,Vähehaaval
4099,,LOC,aasta,lõpul,jäid,side-,seansid,Londoniga,harvemaks,ja,kevadel,1956,katkesid
4100,,LOC,kevadel,1956,katkesid,sootuks,.,London,oli,lõpuks,oma,haledast,sissekukkumisest
4101,,LOC,mitte,võimaldada,vastukaubana,eesti,lastel,vene,keele,oskust,parandada,vene,peres
4102,,LOC,lastel,vene,keele,oskust,parandada,vene,peres,?,Nii,muuseas,mainisin
4103,,LOC,Jõhvi,Uljana,juurde,oma,hädist,vene,keelt,praktiseerima,.,”,Kuidas
4104,,LOC,piisavalt,eesti,keelt,ja,mina,vene,keelt,",",et,kas,või
4105,,LOC,Anjaga,jutt,jooksma,",",aga,vene,keele,õppimisest,ei,tulnud,midagi
4106,,LOC,ja,toredad,",",ei,lasknud,vene,poistel,minu,kulul,nalja,visata
4107,,LOC,otsustasime,ära,minna,",",sest,vene,poisid,pidid,purjus,peaga,natukene
4108,,LOC,piki,raudteerööpaid,(,nagu,vanades,vene,filmides,),ning,väiksem,Marjana
4109,,LOC,emotsioon,(,haarav,kirjeldus,elust,vene,peres,),.,Kes,võitis
4110,,LOC,hüvasti,jättes,läheb,Pissuaar,sundimatult,prantsuse,keelele,üle,.,Au,revoir
4111,,LOC,",",välja,antud,väike,kataloog,vene,kunstnike,töödest,.,Lõin,selle
4112,,LOC,nooremate,seksuaalsest,käitumisest,16.,sajandi,prantsuse,kultuuris,kaksikromaani,“,Kuningas,Henri
4113,,LOC,maini,avatud,suur,teemanäitus,“,Kreeka,jumalad,ja,kangelased,Rubensi,ja
4114,,LOC,etendust,.,Etendused,on,seal,vene,keeles,",",ka,itaalia,omad
4115,,LOC,Totaalne,tõlge,”,on,ilmunud,vene,",",inglise,ja,itaalia,keeles
4116,,LOC,",",saavad,ka,inglise,või,vene,keeles,loetud,",",aga,selleks
4117,,LOC,pean,tähtsaks,Toropi,originaalseid,töid,vene,kirjanduse,",",eriti,Dostojevski,uuringutes
4118,PER,LOC,ja,Arno,Brekeri,skulptuure,Riigipäevahoonele,Berliini,.,Pushkinskaja,10,toimuvad,rida
4119,,LOC,Bella,Matvejeva,maalid,meenutavad,rahvusromantika,vene,varianti,.,Sama,Belle,Epoque'i
4120,,LOC,.,Aleksander,Florenskile,jääb,ette,vene,kunstiajalugu,:,Nalbandjani,“,Väike
4121,,LOC,Le,Goff,.,“,Keskaja,Euroopa,kultuur,”,.,Prantsuse,keelest
4122,,LOC,Keskaja,Euroopa,kultuur,”,.,Prantsuse,keelest,tõlkinud,Margus,Ott,.
4123,,LOC,Jacques,Le,Goffi,“,Keskaja,Euroopa,kultuur,”,(,La,Civilisation
4124,,LOC,käsitletud,probleemist,.,“,Keskaja,Euroopa,ajalool,”,on,Jacques,Le
4125,,LOC,",",on,justkui,“,Keskaja,Euroopa,kultuuri,”,peenraha,",",et
4126,,LOC,kapitalist,.,”,“,KESKAJA,EUROOPA,kultuuri,”,revolutsioonilisus,peitub,ennekõike
4127,,LOC,siis,tuleb,selles,ennekõike,näha,prantsuse,kirjastaja,süüd,",",kes,jättis
4128,,LOC,aasta,eest,avada,“,Keskaja,Euroopa,kultuuri,”,saamislugu,",",siis
4129,,LOC,),.,KUIGI,“,KESKAJA,EUROOPA,kultuur,”,on,tänase,päevani
4130,,LOC,jpt,),.,“,Keskaja,Euroopa,kultuuri,”,saavad,eesti,lugejad
4131,,LOC,mida,lennu,ajal,teha,.,Hollandi,KLM,avas,terviseteemadele,pühendatud,kodulehekülje
4132,,PER,",",prae,ja,kebabiga,.,Ilves,on,ilus,loom,.,Kas
4133,,LOC,küülikuliha,retseptidest,.,Metsalõhnalisena,ja,prantsuse,moodi,Kõige,julgemini,talitasid,Villa
4134,,PER,olid,selle,roa,nimetanud,“,Ilves,prantsuse,moodi,”,:,kergelt
4135,,LOC,selle,roa,nimetanud,“,Ilves,prantsuse,moodi,”,:,kergelt,pruunistatud
4136,,LOC,Navarras,hispaania,viinamarjade,kõrval,ka,prantsuse,omi,.,Palacio,de,la
4137,,LOC,ja,Chardonnay'ga,.,12,kuud,prantsuse,tammevaatides,küpsenud,Merlot,on,mahlakas
4138,,PER,karmimat,Lõuna-Ameerika,veini,.,),Ilvese,puudumisel,asendage,see,mõne,teise
4139,,LOC,etendus,",",mille,käigus,kuulus,prantsuse,funk-duo,Daft,Punk,nüpeldab,meie
4140,,LOC,võib,riigist,lahkuda,.,Pilet,Londonisse,läks,vett,vedama,Kinnitamata,andmetel
4141,,LOC,pensionieas,välis-eesti,sõjapõgenike,ja,üksikute,Londoni,pintsaklipslaste,hulgas,silma,nagu,apelsinid
4142,,LOC,pihku,.,Ootamatult,inglise,keelelt,vene,keelele,lülitudes,paljastab,ta,","
4143,,LOC,suurinvestor,järgmisel,õhtul,kokkulepitud,ajal,Londoni,nooblimate,hulka,kuuluvasse,Savoy,hotelli
4144,,LOC,ei,maksaks,unustada,",",et,vene,kodanikkonda,on,Eestis,ikkagi,15
4145,,LOC,.,Tombergi,sõnul,ongi,presidendikampaania,vene,erakonnale,pigem,hea,võimalus,endast
4146,,LOC,asjad,on,teisejärgulised,",",isegi,vene,erakondi,aetakse,omavahel,sassi,!
4147,,LOC,ka,üksildasem,.,Kohalik,“,vene,poliitika,”,omalt,poolt,ainult
4148,,LOC,bussid,?,”,Bussid,olevat,vene,omad,ja,vanad,.,Kes
4149,,LOC,on,narkomaanid,ja,kasutavad,suhtlemiseks,vene,keelt,.,Noorim,nakatunu,on
4150,,LOC,et,selle,kaudu,saaksid,huvigrupid,vene,ringkondades,oma,mõju,avaldada,.
4151,,LOC,Ja,Igor,Savenkovi,(,teise,vene,jalehe,Molodjozh,Estoni,omanik,","
4152,,LOC,jätkuvalt,olulised,erinevused,eesti,ja,vene,koolide,õpilaste,vahel,.,Seda
4153,,LOC,suure,ninaga,ja,rääkis,ainult,vene,keelt,",",”,meenutab,Leo
4154,,LOC,sama,raadioga,",",mis,meid,vene,ajal,lõbustas,",",jääb,saladuseks
4155,,LOC,Lisaks,saksa,",",inglise,ja,vene,keele,oskusele,saab,ta,veidi
4156,,LOC,arvate,tantsukriitikute,väidetest,",",et,vene,ballett,on,ammuilma,surnud,","
4157,,LOC,.,Kas,paljudes,teatrites,töötab,vene,kooliga,tantsijaid,?,Ma,ei
4158,,LOC,truppi,",",kus,ei,töötaks,vene,tantsijaid,.,Vene,süsteem,ja
4159,,LOC,et,seal,mustem,on,kui,vene,ajal,.,Küllap,ikka,puhtam
4160,PER,LOC,tuleb,sama,orkestri,poolt,Concertgebouw's,Hollandi,esmaesitusele,Tüüri,“,Exodus,”
4161,,LOC,Arbati,lähedal,põiktänavas,",",vana,vene,kiriku,taga,",",6.,trepikojas
4162,,LOC,jätta,-,ei,tahtnud,head,vene,inimest,solvata,.,Kõige,selle
4163,,LOC,kohta,selgub,",",on,hakanud,vene,värki,unustama,!,Palju,õnne
4164,,LOC,ebameeldiv,uudis,jamadest,Eestis,ka,Briti,ajakirjandusse,.,Associated,Newspaperi,andmetel
4165,,LOC,ei,taha,sekkuda,bulgaaria,ja,vene,humanitaaride,võimalikku,vaidlusse,teemal,","
4166,PER,LOC,.,Ilvese,teine,nõunik,Rainer,Saks,on,ajalooõpetaja,ja,partei,aktivist
4167,PER,LOC,",",”,ütlevad,Kivine,ja,Saks,.,Kaks,kolmandikku,nende,tööpäevast
4168,PER,LOC,(,25,),Rahvastikuminister,Katrin,Saksa,nõunik,Tartu,ülikool,",",lõpetamata
4169,PER,LOC,Tartu,ülikool,",",jurist,Rainer,Saks,(,33,),Välisminister,Toomas
4170,,PER,uusi,slaide,.,13.30,Saan,Raskilt,ettekande,viimase,lehekülje,",",teen
4171,PER,LOC,kuum@ekspress.ee,Märtsi,lõpus,otsustas,valitsus,Hollandile,välja,anda,eestlase,Kristjan,Jürna
4172,,LOC,sõltub,sellest,",",kui,kiire,Hollandi,politseil,selle,asjaga,parajasti,on
4173,,LOC,puudutas,mööbli-,ja,puiduäri,.,Hollandi,politsei,on,juba,viis,aastat
4174,,LOC,Folmer,tuli,poodi,ja,küsis,vene,keeles,:,“,Kas,vanu
4175,,LOC,peale,astusin,.,Arutan,küsimust,vene,suusaturistidega,.,“,See,on
4176,,LOC,Teie,dokumendid,",",”,kõlab,vene,keeles,minu,selja,taga,.
4177,,LOC,.,Karu,ei,oska,üldse,vene,keelt,.,Õnneks,või,õnnetuseks
4178,,LOC,kannatada,.,”,Nad,on,vene,naised,",",kuid,Kaukaasia,on
4179,,LOC,Ja,kehvalt,toidetud,noored,väljaõpetamata,vene,poisid,saadetakse,siis,mässu,maha
4180,,LOC,inglise,sotsiaalteoreetiku,Anthony,Giddensi,ja,prantsuse,mõtleja,Michel,Foucault,',kujulisi
4181,,LOC,ammu,hajunud,.,Vaid,vähesed,vene,lapsed,teavad,tänapäeval,tormilisest,ajajärgust
4182,,LOC,kalakonservidel,vastik,turg,",",kus,vene,hulgiostjad,suruvad,hinnad,nii,madalaks
4183,,LOC,Ja,mul,polnud,vaja,rääkida,vene,keelt,.,Hiljem,",",kui
4184,,LOC,",",ema,peaaegu,ei,teadnud,vene,keelt,”,.,Silvia,Pöögelmann
4185,PER,LOC,Julia,koos,ligi,kaheaastase,Silviaga,Narva,oma,mehe,juurde,.,Kooselu
4186,,LOC,puuhalust,kuuvarjutuseni,.,Ta,valdas,vene,",",inglise,ja,saksa,keelt
4187,,LOC,saksa,keelt,ning,oskas,ka,prantsuse,keelt,",",mistõttu,ta,lugemus
4188,,LOC,raamatukogu,",",entsüklopeediad,saksa,ja,vene,keeles,",",”,meenutab,Silvia
4189,,LOC,",",mis,on,kevaditi,pungil,prantsuse,ja,saksa,pensionäre,ning,muutub
4190,,LOC,armee,reservleitnandi,aukraadi,.,Armastab,vene,ja,india,kööki,.,Ei
4191,,LOC,Tekst,inglise,",",saksa,",",prantsuse,keeles,.,256,lk,.
4192,,LOC,kunagi,ametlikult,kõlanud,ning,enamik,vene,riigi,alamatest,ei,tea,preisi
4193,,LOC,varjupaigaks,:,seal,võeti,vastu,prantsuse,hugenotte,",",shoti,presbüterlasi,","
4194,,LOC,nimetatud,tsaar,Peeter,Kolmas,-,vene,ajaloos,põlatud,isik,",",kelle
4195,,LOC,:,Peeter,Kolmanda,ajal,keelati,vene,lahkusuliste,jälitamine,ning,usupõgenikel,lubati
4196,,LOC,",",mis,täitis,18.,sajandi,vene,riigis,NKVD,või,siis,Gestapo
4197,,LOC,kohtusüsteemis,",",ta,püüdis,esimese,vene,valitsejana,panna,talupoegade,kohustused,täpselt
4198,,LOC,mister,Putin,?,",",kirjutas,vene,ajakirjandus,tähendusrikkalt,sellest,",",et
4199,,LOC,.,Kuna,Peeter,Suur,on,vene,ajaloos,pigem,positiivne,tegelane,","
4200,,LOC,võrdluseks,",",sest,Paul,on,vene,ajaloos,tuntud,kui,despoot,ja
4201,,LOC,hotellis,Pariis,või,Tartus,hotellis,London,.,Andsid,raha,ja,ostsid
4202,,LOC,valik,eesti,rahvast,.,Sümpaatne,vene,päritolu,kodanik,",",kes,on
4203,,LOC,Ivar,Raigiga,uurimiskeskuse,“,Vaba,Euroopa,”,(,vihje,välisminister,Ilvese
4204,LOC,PER,Euroopa,”,(,vihje,välisminister,Ilvese,omaaegsele,ametile,!,),eesmärgiga
4205,ORG,LOC,kiusas,meistrimehi,(,AS,Siim,Viljandis,),.,Tõi,Tallinnast,bensiinimootori
4206,PER,LOC,),",",ja,Kalmer,jätkas,Viljandi,meeste,piinamist,.,Viljandi,mehed
4207,PER,LOC,jätkas,Viljandi,meeste,piinamist,.,Viljandi,mehed,tegid,raami,valmis,","
4208,,LOC,tõi,(,see,oli,must,vene,päritolu,mära,Olja,),","
4209,,LOC,praalib,Matti,ei,jää,alla,Hollandi,tuttav,Anton,on,karmi,nalja
4210,,ORG,kahe,kindrali,",",asunike,ja,keskerakonna,kandidaadi,Laidoneri,ning,vabadussõjalaste,esitatud
4211,ORG,LOC,kas,suure,linna,-,nagu,London,-,või,väikese,saare,elanikul
4212,,LOC,valuuta,kui,naelgi,.,Kuuks,Londonisse,tulles,pole,mingi,vaev,esimese
4213,,LOC,minema,”,.,Sellist,raiskamist,Londonis,ei,näe,.,),Muidugi
4214,,LOC,on,prantslane,",",mul,on,prantsuse,kodakondsus,",",aga,nad,ei
4215,,LOC,et,see,ühendus,võib,võidelda,vene,keele,säilimise,ning,uuskodanike,sotsiaalsete
4216,,LOC,aastat,tagasi,oli,Urmas,just,vene,kroonust,välja,saanud,",",kui
4217,,LOC,",",et,tegelikult,hakkas,Bernhardt,prantsuse,keelt,õppima,alles,vanglas,","
4218,,LOC,kõik,natsikurjategijaid,",",sõjaveterane,ja,vene,vähemust,.,Intervjuu,oli,meie
4219,,LOC,oma,tahtele,.,Välimuselt,pigem,prantsuse,koomikut,Louis,de,Funesi,meenutavat
4220,,LOC,.,Tegelikult,on,ameeriklaste,põhihuvi,vene,maffia,edasitungi,peatamine,.,Maailma
4221,,LOC,.,Sügisel,ilmus,Tallinnas,müügile,vene,pagulaskirjaniku,Eduard,Topoli,raamat,","
