,pred,hypothesis,i-5,i-4,i-3,i-2,i-1,i,i+1,i+2,i+3,i+4,i+5
9140,,LOC,saa,",",”,ütles,börsi,nõukogu,esimees,Ivar,Lukk,börsi,tegevjuhiks
9141,,LOC,aega,ametis,olnud,ja,raporteeris,nõukogule,oma,töösaavutustest,:,oleme,kaotanud
9142,PER,LOC,töökoht,Maailmapangas,oli,teinud,Tiivasest,Aafrika,jõepimeduse,spetsialisti,.,Jõepimedus,on
9143,PER,LOC,.,“,Ma,ei,teadnud,Aafrikast,",",tervishoiust,ega,jõepimedusest,mitte
9144,PER,LOC,riiki,.,Sel,perioodil,Gert,Aafrikasse,ei,sattunud,",",kuigi,töö
9145,,PER,arvestatavat,ettevõtet,.,Kui,Onu,John,New,Yorgist,tahab,osta,näiteks
9146,ORG,PER,sellest,ka,lähemalt,.,Tallinnas,Kaarli,tänaval,on,tal,vastselt,remonditud
9147,,ORG,uue,tähenduse,vanale,laulule,“,I,',m,In,The,Money
9148,PER,LOC,Deviers-Joncour,oma,esimeses,usutluses,ühele,Briti,ajalehele,.,“,Vaid,pangaülekannete
9149,PER,LOC,hea,asi,",",”,ütles,Briti,kuningliku,autoklubi,esindaja,Jonathan,Simpson
9150,,ORG,võitjate,põlvkond,jääb,paar,aastat,ette-,ja,tahapoole,.,Kogu,laulva
9151,,LOC,maalt,linna,tulid,",",toimus,Balti,jaama,taga,Tornide,väljakul,7tunnine
9152,,LOC,.,Võib,öelda,",",et,nõukogude,ajal,oli,Malevitshi,geomeetria,kasutamine
9153,,PER,“,Arabella,”,ja,“,Meri,",",mehed,ja,tekiplangud,”
9154,,ORG,ja,Rod,Stewarti,magusõudne,“,I,am,sailing,”,.,Iga
9155,,ORG,Perspective,on,Identity,Discourse,in,Estonia,”,läinud,aasta,viimases,Journal
9156,,LOC,leidlikult,välislugejate,jaoks,lahti,mõningaid,nõukogude,elu,paradoksaalseid,tahke,.,EESTI
9157,,ORG,kes,naeratavad,ja,ütlevad,“,I,love,you,”,.,Kõigile
9158,,LOC,ütles,teisipäeval,üks,Eesti,Raudtee,nõukogu,liige,.,“,Lõpuks,ometi
9159,,ORG,pankadele,.,Hansapank,on,esitanud,BRSile,oma,tingimused,ja,ootab,nende
9160,,ORG,karda,",",sest,poliitikud,andsid,BRSile,eriti,vahva,ostu-müügilepingu,",",mis
9161,,LOC,juunil,vahetab,Jürgenson,välja,raudtee,nõukogu,ja,annab,võimu,BRSi,kätte
9162,PER,ORG,-,ei,suuda,seda,.,BRS,pääseb,aga,võimu,juurde,","
9163,PER,ORG,Saab,finantssüsti,Venemaalt,.,-,BRS,lükkab,ostuhinna,tasumise,edasi,ka
9164,,LOC,omanikud,-,"25,5%",Jarvis,(,Briti,börsifirma,),-,"25,5%",Rail
9165,,ORG,",",EE,ei,tea,.,BRSiga,seostatakse,jätkuvalt,Marcel,Vichmanni,","
9166,ORG,PER,Siff,oli,ühel,päeval,Käo,Jürile,helistanud,.,Küsisin,",",kas
9167,,ORG,Siffiga,olnud,mitte,mingeid,kontakte,BRSi,teemal,.,Kus,te,praegu
9168,,ORG,sidemeid,Venemaal,:,Mina,ja,BRS,?,!,See,on,küll
9169,,LOC,",",lähitulevikus,vahetab,Raul,Mälgu,Londonis,välja,Kaja,Tael,.,Välisministeerium
9170,,ORG,Kultuuriväärtuste,Amet,Millest,koguda,?,EE,nr,22,Siin,on,skalpell
9171,,ORG,ema,Ei,taha,eurot,puutuda,EE,nr,23,Sakslased,teevad,pihuks
9172,,ORG,VIILUP,Vahetagem,mobla,kaalika,vastu,EE,nr,23,Protest,mobiilimasti,vastu
9173,,ORG,.,KALLE,AASAJõE,Vabandus,Eelmises,EEs,loos,“,Eesti,leinab,:
9174,,LOC,lepingu,sai,firma,",",mille,nõukogusse,kuulus,äriregistri,andmetel,ka,Tiiter
9175,,LOC,tegemata,kande,",",mis,ta,nõukogust,välja,arvas,.,Nii,või
9176,,LOC,piiriületaja,kaebas,Soome,päevalehe,enda,Nõukogude,spioonina,kujutamise,eest,kohtusse,.
9177,,LOC,",",kus,nii,tobedalt,nii-öelda,nõukogude,stiilis,õigustatakse,ülejooksikute,väljaandmist,","
9178,,LOC,abikaasa,Eldur,Viisimaa,töötasid,läbi,nõukogude,aja,nagu,perefirma,-,mees
9179,ORG,LOC,kinnitab,ka,majamüüki,vahendanud,kinnisvarabüroo,Nõmmest,juhataja,Maris,Jätsa,.,“
9180,,PER,“,Mets,”,",",“,Meri,”,",",“,Tuul,”
9181,,PER,oli,istutanud,.,Pojad,(,Kaarel,keskel,",",Indrek,paremal,)
9182,,LOC,Eesti,on,näinud,hullematki,.,Vene,aja,lõpus,taheti,Tartus,ühele
9183,,LOC,aktsiapakist,.,Letshitski,on,ettevõtte,nõukogu,esimees,.,Kummalise,detailina,tuleb
9184,ORG,LOC,märgib,ta,.,Ka,kaitsepolitsei,Virumaa,osakonna,asedirektor,Aleksander,Toots,märgib
9185,,LOC,",",mis,oli,püsti,pandud,nõukogude,ajal,tagavaralennuväljaks,ehitatud,laia,ning
9186,ORG,LOC,mees,ja,tangi,!,Ent,Briti,ajakirjanik,Russel,Hotten,toob,oma
9187,PER,ORG,suits,!,90ndate,keskel,muutis,Ferrari,isegi,oma,tavapärast,tumepunast,värvi
9188,,LOC,Ei,kandnud,üle,isegi,kohalikku,Briti,GP-etappi,.,Durex,jäi,loodetud
9189,,ORG,lauluvõistlus,",",kuivõrd,omalaadne,jalgpalli,EM,",",ainult,et,riigid,pannakse
9190,,PER,äRKA,",",IDA-NARKOMAA,!,”,Helen,kirjutab,",",et,ses,Aleksandr
9191,,LOC,kunagi,.,30aastasel,Esma,Auto,nõukogu,esimehel,pole,tarvis,seal,käia
9192,,LOC,.,Vastikustunne,on,vastastikune,.,Nõukogude,ajal,KGBga,võidelnud,põlvkonnale,käib
9193,LOC,PER,seltskonda,”,.,Küsimus,polnud,Kelamis,või,Tulvistes,.,Isamaaliidus,puhkes
9194,,PER,veebruari,üritusel,avalikustasid,end,51,Kelami,toetajat,.,Esimene,neist,oli
9195,,PER,oleks,võinud,võtta,kuni,kolmandiku,Kelami,häältest,",",”,arvab,isamaaliitlane
9196,,LOC,tagasi,vanade,Meloodia,singlite,ja,nõukogude,plaadiajakirja,Krugozor,vahelt,viis,natuke
9197,,LOC,välismaiseid,”,plaate,",",mille,nõukogude,plaadifirma,Meloodia,välja,andis,.
9198,,ORG,DDRi,sõnastik,),ja,pinalile,I,klassi,astumise,puhul,saatis,ta
9199,,LOC,teiste,70ndate,tegijate,pilte,.,Saksa,ajakirjandus,oli,ka,palju,julgem
9200,,LOC,julgem,kui,tsenseeritud,ja,puritaanlik,nõukogude,press,.,Erootika,polnud,sealses
9201,PER,LOC,salakogud,.,KUUM,KRAAM,OLI,SAKSA,LASTEAJAKIRI,Frösi,ja,sealsed,lilleseemned
9202,,LOC,?,Parimad,Eestimaa,pojad,said,nõukogude,sõduritena,Saksa,DVs,teenida,.
9203,,LOC,",",nagu,armastati,korrutada,vanal,nõukogude,ajal,.,Eestlaste,ja,idasaksa
9204,,LOC,-,väljasõiduluba-reisipakett,",",mis,viis,nõukogude,inimesed,imetlema,Berliini,teletorni,ning
9205,,LOC,-,Freie,Deutsche,Jugend,",",nõukogude,komsomolide,Ida-Saksa,variant,.,Florena
9206,,LOC,kelle,memuaarid,kujunesid,bestselleriks,.,Nõukogude,kooliga,mees,.,Neues,Deutschland
9207,,LOC,Kui,ma,esitan,mingi,auto,nõukogule,",",siis,nad,võivad,selle
9208,,ORG,on,sinu,parim,auto,?,Ee,",",hmm,.,Vast,viimane
9209,,PER,ja,teistes,Ida-Virumaa,linnades,.,Helenil,ei,ole,selle,jubeda,ennustuse
9210,,LOC,või,“,Last,Train,To,London,”,",",tuli,leida,ruttu
9211,,LOC,internatsionaalne,Inglismaa,.,See,pole,London,",",see,on,mingi,Luton
9212,ORG,LOC,“,Curvatia,”,(,Universal,Island,),Loeks,üles,Spaceki,influentsid
9213,,ORG,ajalehe,",",vaid,politsei,ja,maksuameti,asi,.,Kaitsepolitsei,on,aastate
9214,,ORG,ansambli,J,.,M,.,K,.,E,.,endine,trummar
9215,,LOC,Ida,on,endiselt,",",nagu,nõukogude,ajalgi,",",võimalus,ametliku,ideoloogia
9216,,LOC,Eestis,.,Eesti,orientalistid,vastandusid,nõukogude,ajal,riigile,ja,ametlikule,ideoloogiale
9217,,LOC,ta,ajab,",",peaks,igale,nõukogude,ikke,all,elanud,eestlasele,arusaadav
9218,,LOC,Ida,on,endiselt,",",nagu,nõukogude,ajalgi,",",võimalus,ametliku,ideoloogia
9219,,ORG,parteitu,Narva,Lühikese,mäluga,Karu,EE,nr,24,Raadio,lõpp,Ma
9220,,ORG,Klassikaraadio,Sting,läheb,aina,paremaks,EE,nr,24,Humanist,number,üks
9221,LOC,ORG,eest,.,Kinnitame,",",et,EE-s,viidatud,telefonivestlusi,pole,kunagi,toimunud
9222,PER,LOC,väga,professionaalselt,tegutseksin,.,KATRIN,SAKS,rahvastikuminister,Arvan,",",et,saaksin
9223,ORG,LOC,.,Ovsjannikov,",",kes,on,Narva,volikogus,koos,reformikate,ning,Vene-Balti
9224,,LOC,suurte,roheliste,aedviljade,pärast,.,Briti,ja,Ameerika,teadlasi,viivad,hämmingusse
9225,,LOC,kaalus,ligi,kaheksa,kilo,.,Briti,kauplustes,kaalub,keskmine,tomat,pisut
9226,,LOC,“,Taltsutamatu,vihaga,täitus,iga,nõukogude,inimese,süda,",",kui,sai
9227,,LOC,oma,räpase,kärsa,ajada,meie,nõukogude,aeda,.,”,Tavakeelde,tõlgituna
9228,PER,LOC,ägedamaks,muutus,propaganda,.,Paavian,Berliinist,Juuni-juuli,ajalehti,sirvides,võib,peatselt
9229,,LOC,”,Ajalehtede,igapäevaseks,osaks,said,nõukogude,sõjameeste,vapruse,kirjeldused,:,“
9230,,LOC,”,.,Samamoodi,kasutas,üks,Briti,tehnik,90ndate,keskel,Marsi-programmis,sentimeetrite
9231,,LOC,Eestis,",",mis,ehitati,üles,nõukogude,ajal,.,“,Üks,inimene
9232,,LOC,eetikat,ja,moraali,",",mis,nõukogude,ühiskonnas,puudus,",",”,räägib
9233,,LOC,naabrite,heast,läbisaamisest,ka,usupimedal,nõukogude,ajal,.,Mõni,kast,tasuta
9234,PER,LOC,erastamise,ajal,ei,leidnud,välisraha,Jõgevat,üles,.,Soomlaste,erastatud,Sangari
9235,,LOC,Ühes,1862.,aasta,dokumendis,pakkus,Londoni,National,Loan,Fund,Life,Assurance
9236,,ORG,",",kui,metsast,(,.,ee,doomenist,),oli,leitud,poolsada
9237,,ORG,Wings,uue,laulu,“,Maybe,I,',m,Amazed,”,videot
9238,,ORG,.,Paremal,küljel,avanesid,aga,esi-,ja,külgturvapadi,ning,turvakardin,-
9239,,ORG,",",kes,hakkab,kihutama,vormel-ühe,MMil,.,Väidetavalt,istub,malaislane,Minardi
9240,,LOC,Ilmars,Blumbergsi,koostööna,valminud,“,Riia,Võluflööt,”,.,Ühes,kuulasid
9241,ORG,LOC,Läinud,aasta,lõpul,tahtis,Kultuurkapitali,Nõukogu,korraldada,aastapreemiate,pidu,Balti,jaama
9242,,LOC,vaatluste,tagajärjel,loobusid,mõttest,.,Balti,jaam,ei,olnud,enam,“
9243,,LOC,kudumisvardad,.,70ndatel,oli,iga,nõukogude,noore,unistuseks,kirevate,kirjadega,välismaine
9244,,PER,Võib,ehk,kokku,võtta,:,Kerese,aastad,ei,tule,enam,tagasi
9245,,PER,siis,toimus,tema,otsustav,kohtumine,Kasparoviga,.,Uus,maailmameister,pole,ekstshempionile
9246,,ORG,katkendeid,“,Tubular,Bellsi,”,I,",",II,ja,III,osast
9247,,LOC,Meenutame,siis,.,Kogunenud,1985,Londonis,",",panid,nad,suud-kõrvad,täis
9248,,ORG,",",elegantselt,.,Nagu,Fashion,TV,lingerie,lõigud,.,Lugude,konstruktsioon
9249,,LOC,gurudest,ja,muidu,suurkujudest,koosneva,nõukogu,moodustamine,.,Rongiliikluse,taastamine,Lõuna-Eestis
9250,,LOC,Vabaduse,platsi,sumedasse,öhe,.,Harju,mäel,vilkusid,muru,sees,küünlad
9251,PER,LOC,.,Ning,Ralf,Schumacherit,kutsub,Austria,ajakirjandus,hellitlevalt,salzburglaseks,",",sest
9252,,LOC,leidsid,tema,veinid,tee,(,Londoni,uhkeimasse,),Harrodsi,kaubamajja,","
9253,PER,LOC,hulka,.,Ja,kui,Clinton,Austrias,käimas,oli,",",tuletas,Opitz
9254,PER,LOC,tütarde,tagant,küünitab,kaamera,välkvalgusse,Austria,kantsler,Wolfgang,Schlüssel,.,Mõistagi
9255,ORG,PER,.,Toimetusest,astus,läbi,Aasia-huviline,Peeter,",",kes,nimetab,ennast,võitlevaks
9256,,LOC,see,teisiti,.,Oma,“,Balti,riikide,ajaloos,”,paigutavad,Taagepera
9257,,LOC,pöördesse,.,“,See,on,nõukogude,propagandafilmide,töö,",",et,raamatupidajast
9258,PER,LOC,veel,midagi,vingemat,.,Rainer,Kuuba,(,Eestimaa,Looduse,Fond,)
9259,PER,LOC,pindu,ja,muud,saemetarjali,.,Kuuba,:,“,Kes,ütles,","
9260,PER,LOC,laudadega,paremaks,ei,silluta,.,Kuuba,:,“,Eks,selliseid,teid
9261,PER,LOC,on,kuuseoksad,mudaga,koos,.,Kuuba,:,“,Sellist,asja,ei
9262,PER,LOC,Kunagi,sai,siin,sõiduautoga,sõita,Kuuba,:,“,Mõni,aasta,tagasi
9263,PER,LOC,taastu,sada,aastat,.,”,Kuuba,(,nii,et,kõik,kuulevad
9264,PER,LOC,t,sada,aastat,!,”,Kuuba,:,“,Ma,mõtlesime,","
9265,PER,LOC,Västriku,selja,taga,vööris,.,Kuuba,niheleb,päras,.,Västrik,ütleb
9266,PER,LOC,on,muutunud,laevatatavaks,?,”,Kuuba,räägib,",",mis,on,põhjuseks
9267,PER,LOC,jälle,uus,veekogu,juures,.,Kuuba,ütleb,",",et,on,hull
9268,PER,LOC,mida,tema,silm,näeb,!,Kuuba,räägib,",",et,ta,näeb
9269,,LOC,varsti,taas,käibele,läheb,.,Vene,ajal,tuuritasid,Aegviidu,ja,Kuusalu
9270,PER,LOC,Mehe,vastu,algatati,kriminaalasi,.,Kuuba,:,“,Mind,see,ei
9271,PER,LOC,sünniks,.,”,Kuidas,?,Kuuba,:,“,Meil,on,nii
9272,,ORG,mitte,jätta,.,Kui,vaadata,maksuameti,poolelt,",",siis,ei,paista
9273,PER,LOC,ei,rääkinud,",",”,kinnitab,Briti,madrusega,ootepinki,jaganud,eestlasest,läbipekstu
9274,,PER,asendatud,eluaegse,vangistusega,.,Haigused,Jaanusele,külge,ei,hakanud,",",kuid
9275,,LOC,elukogemusele,on,jaanipäeva,eelsel,esmaspäeval,Londonisse,sõitva,reisiseltskonna,ootused,kõrged,.
9276,LOC,ORG,algas,Sergeil,puhkus,.,Kahe,Estonias,töötatud,aasta,jooksul,on,see
9277,,LOC,asjadega,",",mõtlen,ma,.,Briti,perekonnanimi,reedab,gruusia,päritolu,.
9278,,LOC,päritolu,.,Lähen,kohale,.,Paldiski,mnt,75,",",hullumaja,vastas
9279,,ORG,.,Kuna,tänavu,pole,ta,MMil,kaasa,löönud,ning,tema,naasmine
9280,,LOC,Mõni,mobiiltelefonireklaam,",",mõni,uus,Hollywoodi,film,.,Kindlasti,ka,mõni
9281,,PER,ta,kujutas,Estonia,balleti,“,Anna,Karenina,”,fotoplakatil,äratuntavat,Kaie
9282,,ORG,kirjade,abil,ülimalt,keskpäraseks,.,Estonial,on,ilusad,",",vist,Aavo
9283,LOC,ORG,sellega,",",et,minu,teeneid,Estonias,enam,ei,vajatud,.,Õpetuseiva
9284,,LOC,et,kolme,riigi,näitus,“,Balti,plakat,”,katkes,just,Eesti
9285,,LOC,”,katkes,just,Eesti,korraldatud,Balti,Plakat,',90,ärajäämisega,","
9286,ORG,LOC,Bergi,kureeritavas,Kunstplatze,Unobomberis,Pärnus,Riia,mnt,32,Reiu,Tüüri,kõigile
9287,PER,LOC,kunstiturgude,spetsialist,dr.,Jain,Robertson,Hollandist,.,Eksponeeritud,on,autori,132
9288,,LOC,on,autori,132,fotot,olulisemate,Londoni,kaasaegse,kunsti,galeriide,ja,96
9289,PER,LOC,.,1998.,aastal,kutsuti,Nittve,Londonisse,juhtima,Tate,Moderni,organisatsioonilist,ülesehitust
9290,,LOC,kunstnikele,.,Traditsiooniliselt,avatakse,novembris,Londonis,Tate,Brittainis,nominentide,näitus,","
9291,,LOC,Diskrediteerimiseks,võib,kasutada,nt,meile,nõukogude,ajast,tuntud,provokatsioonigrupikesi,;,võib
9292,,LOC,laamendajail,tegutseda,lasta,.,Maikuiste,Londoni,ürituste,pealtnägijad,väitsid,",",et
9293,,LOC,On,fakt,",",et,läbi,nõukogude,okupatsiooni,kümnendite,kultiveeris,EKP,meil
9294,PER,LOC,elanike,ja,hoonetega,.,NAGU,TARTU,ASELINNAPEA,Ilona,Merzin,mainis,","
9295,,ORG,kõlanud,nii,pööraselt,kui,“,I,Want,U,”,?,See
9296,,LOC,eelkõige,tähtis,sõjaline,objekt,.,Vene,ajal,teenindas,ta,ründelennukeid,Suhhoi
9297,,LOC,poolteist,tundi,.,John,on,Briti,kõige,suurema,esinemistasuga,laulja,.
9298,,PER,",",üks,tavaline,ja,keskmine,Toomas,aidsiga,seonduvast,arvab,.,Aga
9299,,ORG,TORMIS,Rohkem,punkte,kui,tähti,EE,nr,25,Isamaaline,tsensuur,Ugalas
9300,,LOC,vaatavad,seinale,projitseeritud,“,õnnelikku,nõukogude,rahvast,”,ja,kuulavad-vaatavad,laval
9301,,ORG,1946,Pehmelt,öeldes,liialdatud,maine,EE,nr,24,Balti,presidentide,välimääraja
9302,ORG,LOC,),.,Lõuna-aafriklane,pidas,Eestit,Tshetsheenia,naabriks,.,Inglise,kunstnik,","
9303,,ORG,ka,lennukid,võiksid,käia,.,EE,ise,refereeris,mõni,aeg,tagasi
9304,,ORG,tondid,New,Yorgi,tänavalt,“,Estonia,",",yess,”,hõiskavad,?
9305,,LOC,Warner,või,MGM,/,UA,Hollywoodi,tavafilmide,seas,.,Filmide,valikuga
9306,,ORG,vastust,kelleltki,ei,saanudki,.,K,r,i,k,e,t
9307,,LOC,rohkem,elamispinda,kui,täna,.,Nõmmele,uusi,krunte,ei,müüda,","
9308,,LOC,on,tema,lahkumisest,teadlik,Hüvitusfondi,nõukogu,.,Lahkumise,põhjuseks,nimetas,Tammemäe
9309,,LOC,konkurents,üldse,.,”,Hüvitusfondi,nõukogu,arutab,Tammemäe,lahkumisega,seonduvat,6.
9310,,ORG,.,Tegemist,ei,olnud,aga,MMi,",",vaid,Aurora,sarja,ehk
9311,,ORG,samal,aastal,kaasa,lüüa,ka,MMil,",",kuid,ei,pääsenud,Inglise
9312,,ORG,.,Kõige,edukam,naine,vormel-ühe,MMil,oli,aga,itaallanna,Lella,Lombardi
9313,,PER,Mina,ei,naerataks,.,),Mart,tuleb,uuesti,.,Nüganen,:
9314,,PER,!,”,Nüganen,:,“,Allan,",",palun,ära,vaidle,lavastajaga
9315,,PER,...,”,Nüganen,:,“,Allan,",",see,oli,hea,","
9316,,LOC,tuhandeaastane,Reich,),.,Ka,nõukogude,juhtide,jaoks,pidi,nende,valitsemisruumis
9317,,LOC,",",kes,arvavad,",",et,nõukogude,ruum,oli,reeglistatud,ruum,.
9318,,LOC,pääsenud,hirmust,.,Kuid,selle,nõukogude,ruumi,üle,valitseja,ei,vajanud
9319,,ORG,tegutseda,ja,vastu,pidada,.,NBA,parima,korvpallimeeskonna,Los,Angeles,Lakers
9320,,ORG,“,Karu,süda,”,Püüan,MM-ini,jääva,kuu,aja,jooksul,purakat
9321,,ORG,lootust,või,õilsust,.,MEIE,EES,ON,EVE,KASE,kui,graafiku
9322,ORG,LOC,.,Seitsmenda,mai,õhtupoolikul,Düsseldorfist,Helsingi,poole,lennates,ning,Financial,Timesi
9323,ORG,LOC,mutrike,reklaamiagentuuri,Young,&,Rubicam,Pariisi,kontoris,.,Ühel,päeval,jõudis
9324,LOC,ORG,elav,kitarrist,Ryo,Kawasaki,",",Estonias,lavastuva,jazzballeti,“,Now,and
9325,,ORG,aasta,viimastel,päevadel,etendus,“,Estonias,”,jazzballett,“,Still,point
9326,,ORG,müügile,intrigeerivaima,telesaate,“,Esto,TV,”,juhtide,Ken,Saani,ja
9327,LOC,ORG,",",kui,ta,tõttas,oma,Kadrioru,kodust,tööle,",",nägi,Luigetiigi
9328,,ORG,Haridusministeeriumile,jäänud,kirja,koopias,.,EE,pärimise,peale,",",kas,selline
9329,PER,ORG,!,Artiklid,",",mis,Raag,ETV,kohta,on,ajalehtedes,kirjutanud,","
9330,,LOC,selleks,",",et,500kroonine,vana,Nokia,heauskselt,piigalt,tagasi,hageda,?
9331,,ORG,alastus,",",meelelisus,ning,isiksus,EE,nr,27,Porno,asub,pealetungile
9332,,ORG,”,inimene,Suured,tänud,!,EE,nr,27,AIDS,ja,siirus
9333,,ORG,JAMES,PATSER,Kergemeelsed,seadust,rikkuma,EE,nr,27,Fläsh,Sellel,pereisal
9334,,ORG,läks,trükikoja,noor,19aastane,laduja,K,.,U,.,",",kellele
9335,,ORG,.,Noormees,valis,viimase,.,K,.,U,.,ei,jäänud
9336,,ORG,Tallinna,Filatelistide,Ühingu,juhatuse,liikmel,K,.P.-l,.,Ohvitserid,käisid,mehele
9337,,LOC,suhtub,Venemaa,Eesti,ja,teiste,Balti,riikide,soovi,saada,NATO,liikmeks
9338,,LOC,kahjustada,teiste,riikide,julgeolekut,.,Balti,riikide,NATOga,ühinemine,tähendaks,võimsa
9339,,LOC,mõistagi,ka,Eesti,ja,teiste,Balti,riikide,NATOsse,pürgimisse,.,Kuidas
9340,,LOC,kellegi,poliitiliste,ambitsioonide,teenistusse,.,Balti,riikide,NATOsse,pürgimine,omandab,viimasel
9341,,LOC,Liidu,lagunemise,järel,asus,Eesti,nõukogude,korra,rõhutud,vabariigi,rolli,ja
9342,,LOC,all,läbi,viidavas,rahuvalvetegevuses,.,Balti,riikide,pürgimine,NATOsse,tooks,meie
9343,,LOC,-,1992,sai,SRÜ,kaitseministrite,nõukogu,sekretäriks,.,Ta,on,ajalooteaduste
9344,,ORG,“,siin,majas,kasutame,ikka,ees-,ja,isanime,.,”,Tema
9345,,ORG,",",“,Tõde,ja,õigus,I,”,Ugalas,;,“,Williamile
9346,PER,LOC,on,vaja,liikuda,Pariisi,-,Londoni,vahelisel,marsruudil,",",siis,peagi
9347,,LOC,New,York'is,ja,The,Sanderson,Londonis,.,Noore,Hollandi,moelooja,Victor
9348,,LOC,käsitleb,temaatikat,",",mis,oli,nõukogude,ajal,enam-vähem,kahtlane,või,koguni
9349,,ORG,ja,töökad,boogied,(,“,I,Might,Be,Wrong,”,)
9350,,ORG,ja,Ralph,Molina,.,“,I,',ve,Been,Waiting,For
9351,ORG,LOC,.,Elegantses,õhtuülikonnas,Roi,Vaara,Helsingist,mitte,ainult,ei,sooritanud,etteaste
9352,ORG,LOC,ja,igavese,au,.,Ringhäälingu,Nõukogu,ees,lõid,õitsema,lilled,ja
9353,,LOC,auks,hääletult,kulpi,-,nagu,nõukogude,ajalgi,.,Neljapäeval,",",5.
9354,,LOC,ja,alatult,alla,.,Õnneks,nõukogu,ei,maga,.,Juba,lõuna
9355,ORG,LOC,ja,lõbutsemiskoha,.,Eesti,Kirikute,Nõukogu,hinnangul,olla,Eestis,usklikke,kokku
9356,,ORG,nimi,on,politseile,tuttav,.,Ekspress,kirjutas,1997,",",kuidas,Silajev
9357,,LOC,Preatoni,Panga,avamisel,käis,valitsusliidu,nõukogu,esimees,Andres,Tarand,.,Itaallase
9358,,LOC,väga,kahtlane,",",kuna,Hansameistri,nõukogusse,kuulus,Pro,Kapitali,rahaasju,ajav
9359,,LOC,nimel,.,Selleks,oli,tal,nõukogu,otsus,",",mis,lubab,juhatusel
9360,,ORG,pähkel,paljude,riikide,finantsjärelvalveasutustele,ja,maksuametitele,.,Kui,just,nende,kätte
9361,PER,LOC,režiimi,lõpufaasis,1973,nimetati,Samaranch,Barcelona,deputacioni,juhiks,.,Tegemist,oli
9362,,ORG,",",et,just,tema,positsioon,ROKis,avas,Samaranchile,Moskva,olümpiaks,valmistuvas
9363,,ORG,ametis,olla,.,Hämav,tiibmanööver,ROKi,1995,Budapesti,istungil,andis,osavale
9364,,ORG,hakkama,",",ülejäänud,oodaku,võrdsust,EE,nr,28,Edukas,ühiskonnakiht,-
9365,,ORG,Hea,elu,ja,tema,ikoonid,EE,nr,13,-,27,Areeni
9366,,LOC,Ukraina,makaronitootja,ees,kohustuse,müüa,balti,riikides,maha,suurem,kogus,nn
9367,,LOC,Eesti,Loodus,rahaasju,.,Osaühingu,nõukogu,liige,Kalle,Mälberg,oli,kahtlust
9368,,LOC,jaanuaris,VNW-le,",",kuid,osaühingu,nõukogu,liige,Mai,Zernask,teadis,veel
9369,,LOC,.,See,oli,AS,Perioodika,nõukoguga,kokku,lepitud,.,Minister,Kranich
9370,,LOC,esindajatena,esinenud,osaühingu,Eesti,Looduse,nõukogu,liikmed,Kalle,Mälberg,ja,Uno
9371,,ORG,kasvanud,Neptun,E,.,L,AS,pankrotis,ning,Pärnu,Postimehe,andmetel
9372,ORG,PER,.,Matemaatilistele,ülesannetele,andis,Tark,Hans,vastuse,kabjahoopidega,vastu,maad,","
9373,LOC,PER,võimetesse,.,Paljud,loomauurijad,nägid,Hansus,kinnitust,teooriale,",",et,inimese
9374,,LOC,paavo@ekspress.ee,Kui,Heino,Priimägi,Kalevi,nõukogu,esimeheks,sai,",",olid,juba
9375,,LOC,väljas,.,”,Ka,Kalevi,nõukogu,hinnang,oli,äärmiselt,kriitiline,.
9376,,LOC,tulemusi,",",”,kirjutatakse,Kalevi,nõukogu,tegevusaruandes,1998,aastast,",",kuhu
9377,,LOC,",",kuhu,on,alla,kirjutanud,nõukogu,liikmed,Ants,Laos,",",Oliver
9378,,LOC,otsused,",",”,on,kirjas,nõukogu,1998.,aasta,tegevusaruandes,.,2000
9379,,LOC,&,Wirelessi,ja,Sprindiga,.,Londoni,psühholoog,Ronit,Lami,",",kes
9380,ORG,LOC,",",mida,toetas,Põhjamaade,Ministrite,Nõukogu,.,Vastupidiselt,norralannade,passiivsusele,käis
9381,PER,LOC,Nad,tülitavad,selle,küsimusega,nii,Briti,kui,Ühendriikide,kliinikuid,.,Edukad
9382,,LOC,.,Näidete,seas,on,:,Hollywoodi,näitlejanna,palkas,asendusema,kandma,oma
9383,,LOC,rühmitusest,Mustrid,ja,Lauri,Vanamölder,nõukogude,lastekirjandusest,eesti,keeles,.,URDU
9384,ORG,LOC,76,),mitmeaastast,tööd,Euroopa,Nõukogu,vähemusrahvuste,volinikuna,tema-nimelise,preemia,asutamisega
9385,,LOC,et,sama,edukalt,",",kui,nõukogude,propaganda,",",suutis,ka,räme-restitutsiooniline
9386,,LOC,olid,tingimata,puhtamad,poisid,kui,nõukogude,mundrisse,pandud,noorukid,.,Kas
9387,,LOC,pandud,noorukid,.,Kas,nn,Saksa,aja,mõrvad,peab,maha,vaikima
9388,,LOC,pärast,Ungari,reetmist,.,“,Praha,kevade,”,ajaks,oli,rühmitus
9389,,LOC,mentaliteet,.,Ka,“,Vaba,Eesti,”,enda,areng,ja,saatus
9390,,LOC,omaks,võtnud,bürokraadid,",",kes,nõukogude,retoorika,kadumisega,jäid,ilma,ka
9391,,PER,räägita,sellistest,asjadest,!,Isegi,John,ei,rääkinud,",",raisk,!
9392,PER,LOC,kasutada,ühes,lauses,sõnadega,“,Haapsalu,”,või,“,Paralepa,rand
